_;wappen_URL;Club;League;League_URL;League1;Value_Nov_1_2010_URL;Value_Nov_1_2010;Current_value_URL;Current_value;_1
,9;https://www.transfermarkt.com/west-bromwich-albion/startseite/verein/984/saison_id/2023;West Bromwich Albion;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2015;€97.50m;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2023;€56.80m;-41.7 %
,10;https://www.transfermarkt.com/blackburn-rovers/startseite/verein/164/saison_id/2023;Blackburn Rovers;Championship;;;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2015;€32.50m;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2023;€56.70m;74.5 %
,11;https://www.transfermarkt.com/swansea-city/startseite/verein/2288/saison_id/2023;Swansea City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2015;€134.50m;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2023;€55.50m;-58.7 %
,12;https://www.transfermarkt.com/bristol-city/startseite/verein/698/saison_id/2023;Bristol City;Championship;;;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2015;€8.25m;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2023;€52.25m;533.3 %
,13;https://www.transfermarkt.com/cardiff-city/startseite/verein/603/saison_id/2023;Cardiff City;Championship;;;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2015;€44.50m;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2023;€48.10m;8.1 %
,14;https://www.transfermarkt.com/birmingham-city/startseite/verein/337/saison_id/2023;Birmingham City;Championship;;;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2015;€15.13m;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2023;€42.00m;177.7 %
,15;https://www.transfermarkt.com/preston-north-end/startseite/verein/466/saison_id/2023;Preston North End;Championship;;;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2015;€7.15m;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2023;€41.25m;476.9 %
,16;https://www.transfermarkt.com/stoke-city/startseite/verein/512/saison_id/2023;Stoke City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2015;€116.25m;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2023;€40.80m;-64.9 %
,17;https://www.transfermarkt.com/fc-millwall/startseite/verein/1028/saison_id/2023;Millwall FC;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/fc-millwall/kader/verein/1028/saison_id/2015;€8.05m;https://www.transfermarkt.com/millwall-fc/kader/verein/1028/saison_id/2023;€35.55m;341.6 %
,18;https://www.transfermarkt.com/coventry-city/startseite/verein/990/saison_id/2023;Coventry City;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2015;€6.40m;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2023;€34.50m;439.1 %
,19;https://www.transfermarkt.com/queens-park-rangers/startseite/verein/1039/saison_id/2023;Queens Park Rangers;Championship;;;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2015;€62.50m;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2023;€34.30m;-45.1 %
,20;https://www.transfermarkt.com/huddersfield-town/startseite/verein/1110/saison_id/2023;Huddersfield Town;Championship;;;https://www.transfermarkt.com/huddersfield-town/kader/verein/1110/saison_id/2015;€14.70m;https://www.transfermarkt.com/huddersfield-town/kader/verein/1110/saison_id/2023;€25.33m;72.3 %
,21;https://www.transfermarkt.com/ipswich-town/startseite/verein/677/saison_id/2023;Ipswich Town;Championship;;;https://www.transfermarkt.com/ipswich-town/kader/verein/677/saison_id/2015;€20.55m;https://www.transfermarkt.com/ipswich-town/kader/verein/677/saison_id/2023;€19.18m;-6.7 %
,22;https://www.transfermarkt.com/rotherham-united/startseite/verein/1194/saison_id/2023;Rotherham United;Championship;;;https://www.transfermarkt.com/rotherham-united/kader/verein/1194/saison_id/2015;€9.10m;https://www.transfermarkt.com/rotherham-united/kader/verein/1194/saison_id/2023;€16.25m;78.6 %
,23;https://www.transfermarkt.com/plymouth-argyle/startseite/verein/2262/saison_id/2023;Plymouth Argyle;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB4;League Two;https://www.transfermarkt.com/plymouth-argyle/kader/verein/2262/saison_id/2015;€2.35m;https://www.transfermarkt.com/plymouth-argyle/kader/verein/2262/saison_id/2023;€12.98m;452.1 %
,24;https://www.transfermarkt.com/sheffield-wednesday/startseite/verein/1035/saison_id/2023;Sheffield Wednesday;Championship;;;https://www.transfermarkt.com/sheffield-wednesday/kader/verein/1035/saison_id/2015;€35.70m;https://www.transfermarkt.com/sheffield-wednesday/kader/verein/1035/saison_id/2023;€9.85m;-72.4 %
,1;https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2023;Southampton FC;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/fc-southampton/kader/verein/180/saison_id/2016;€199.00m;https://www.transfermarkt.com/southampton-fc/kader/verein/180/saison_id/2023;€380.70m;91.3 %
,2;https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2023;Leicester City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/leicester-city/kader/verein/1003/saison_id/2016;€210.50m;https://www.transfermarkt.com/leicester-city/kader/verein/1003/saison_id/2023;€286.50m;36.1 %
,3;https://www.transfermarkt.com/leeds-united/startseite/verein/399/saison_id/2023;Leeds United;Championship;;;https://www.transfermarkt.com/leeds-united/kader/verein/399/saison_id/2016;€26.45m;https://www.transfermarkt.com/leeds-united/kader/verein/399/saison_id/2023;€246.40m;831.6 %
,4;https://www.transfermarkt.com/norwich-city/startseite/verein/1123/saison_id/2023;Norwich City;Championship;;;https://www.transfermarkt.com/norwich-city/kader/verein/1123/saison_id/2016;€72.55m;https://www.transfermarkt.com/norwich-city/kader/verein/1123/saison_id/2023;€98.30m;35.5 %
,5;https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2023;Watford FC;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/fc-watford/kader/verein/1010/saison_id/2016;€129.50m;https://www.transfermarkt.com/watford-fc/kader/verein/1010/saison_id/2023;€69.20m;-46.6 %
,6;https://www.transfermarkt.com/fc-middlesbrough/startseite/verein/641/saison_id/2023;Middlesbrough FC;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/fc-middlesbrough/kader/verein/641/saison_id/2016;€105.00m;https://www.transfermarkt.com/middlesbrough-fc/kader/verein/641/saison_id/2023;€59.15m;-43.7 %
,7;https://www.transfermarkt.com/hull-city/startseite/verein/3008/saison_id/2023;Hull City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/hull-city/kader/verein/3008/saison_id/2016;€77.85m;https://www.transfermarkt.com/hull-city/kader/verein/3008/saison_id/2023;€58.75m;-24.5 %
,8;https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2023;Sunderland AFC;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/afc-sunderland/kader/verein/289/saison_id/2016;€92.75m;https://www.transfermarkt.com/sunderland-afc/kader/verein/289/saison_id/2023;€57.35m;-38.2 %
,9;https://www.transfermarkt.com/west-bromwich-albion/startseite/verein/984/saison_id/2023;West Bromwich Albion;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2016;€107.60m;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2023;€56.80m;-47.2 %
,10;https://www.transfermarkt.com/blackburn-rovers/startseite/verein/164/saison_id/2023;Blackburn Rovers;Championship;;;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2016;€22.65m;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2023;€56.70m;150.3 %
,11;https://www.transfermarkt.com/swansea-city/startseite/verein/2288/saison_id/2023;Swansea City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2016;€106.05m;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2023;€55.50m;-47.7 %
,12;https://www.transfermarkt.com/bristol-city/startseite/verein/698/saison_id/2023;Bristol City;Championship;;;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2016;€15.00m;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2023;€52.25m;248.3 %
,13;https://www.transfermarkt.com/cardiff-city/startseite/verein/603/saison_id/2023;Cardiff City;Championship;;;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2016;€33.95m;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2023;€48.10m;41.7 %
,14;https://www.transfermarkt.com/birmingham-city/startseite/verein/337/saison_id/2023;Birmingham City;Championship;;;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2016;€14.80m;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2023;€42.10m;184.5 %
,15;https://www.transfermarkt.com/preston-north-end/startseite/verein/466/saison_id/2023;Preston North End;Championship;;;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2016;€17.95m;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2023;€41.25m;129.8 %
,16;https://www.transfermarkt.com/stoke-city/startseite/verein/512/saison_id/2023;Stoke City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2016;€172.25m;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2023;€40.80m;-76.3 %
,17;https://www.transfermarkt.com/fc-millwall/startseite/verein/1028/saison_id/2023;Millwall FC;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/fc-millwall/kader/verein/1028/saison_id/2016;€6.18m;https://www.transfermarkt.com/millwall-fc/kader/verein/1028/saison_id/2023;€35.55m;475.7 %
,18;https://www.transfermarkt.com/coventry-city/startseite/verein/990/saison_id/2023;Coventry City;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2016;€5.43m;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2023;€34.50m;535.9 %
,19;https://www.transfermarkt.com/queens-park-rangers/startseite/verein/1039/saison_id/2023;Queens Park Rangers;Championship;;;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2016;€45.65m;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2023;€34.30m;-24.9 %
,20;https://www.transfermarkt.com/huddersfield-town/startseite/verein/1110/saison_id/2023;Huddersfield Town;Championship;;;https://www.transfermarkt.com/huddersfield-town/kader/verein/1110/saison_id/2016;€16.15m;https://www.transfermarkt.com/huddersfield-town/kader/verein/1110/saison_id/2023;€25.33m;56.8 %
,21;https://www.transfermarkt.com/ipswich-town/startseite/verein/677/saison_id/2023;Ipswich Town;Championship;;;https://www.transfermarkt.com/ipswich-town/kader/verein/677/saison_id/2016;€18.80m;https://www.transfermarkt.com/ipswich-town/kader/verein/677/saison_id/2023;€19.18m;2.0 %
,22;https://www.transfermarkt.com/rotherham-united/startseite/verein/1194/saison_id/2023;Rotherham United;Championship;;;https://www.transfermarkt.com/rotherham-united/kader/verein/1194/saison_id/2016;€12.23m;https://www.transfermarkt.com/rotherham-united/kader/verein/1194/saison_id/2023;€16.25m;32.9 %
,23;https://www.transfermarkt.com/plymouth-argyle/startseite/verein/2262/saison_id/2023;Plymouth Argyle;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB4;League Two;https://www.transfermarkt.com/plymouth-argyle/kader/verein/2262/saison_id/2016;€4.18m;https://www.transfermarkt.com/plymouth-argyle/kader/verein/2262/saison_id/2023;€12.98m;210.8 %
,24;https://www.transfermarkt.com/sheffield-wednesday/startseite/verein/1035/saison_id/2023;Sheffield Wednesday;Championship;;;https://www.transfermarkt.com/sheffield-wednesday/kader/verein/1035/saison_id/2016;€47.15m;https://www.transfermarkt.com/sheffield-wednesday/kader/verein/1035/saison_id/2023;€9.85m;-79.1 %
,1;https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2023;Southampton FC;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/fc-southampton/kader/verein/180/saison_id/2017;€249.60m;https://www.transfermarkt.com/southampton-fc/kader/verein/180/saison_id/2023;€380.70m;52.5 %
,2;https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2023;Leicester City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/leicester-city/kader/verein/1003/saison_id/2017;€227.50m;https://www.transfermarkt.com/leicester-city/kader/verein/1003/saison_id/2023;€286.50m;25.9 %
,3;https://www.transfermarkt.com/leeds-united/startseite/verein/399/saison_id/2023;Leeds United;Championship;;;https://www.transfermarkt.com/leeds-united/kader/verein/399/saison_id/2017;€37.95m;https://www.transfermarkt.com/leeds-united/kader/verein/399/saison_id/2023;€246.40m;549.3 %
,4;https://www.transfermarkt.com/norwich-city/startseite/verein/1123/saison_id/2023;Norwich City;Championship;;;https://www.transfermarkt.com/norwich-city/kader/verein/1123/saison_id/2017;€57.15m;https://www.transfermarkt.com/norwich-city/kader/verein/1123/saison_id/2023;€98.30m;72.0 %
,5;https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2023;Watford FC;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/fc-watford/kader/verein/1010/saison_id/2017;€159.50m;https://www.transfermarkt.com/watford-fc/kader/verein/1010/saison_id/2023;€69.20m;-56.6 %
,6;https://www.transfermarkt.com/fc-middlesbrough/startseite/verein/641/saison_id/2023;Middlesbrough FC;Championship;;;https://www.transfermarkt.com/fc-middlesbrough/kader/verein/641/saison_id/2017;€74.80m;https://www.transfermarkt.com/middlesbrough-fc/kader/verein/641/saison_id/2023;€59.15m;-20.9 %
,7;https://www.transfermarkt.com/hull-city/startseite/verein/3008/saison_id/2023;Hull City;Championship;;;https://www.transfermarkt.com/hull-city/kader/verein/3008/saison_id/2017;€64.15m;https://www.transfermarkt.com/hull-city/kader/verein/3008/saison_id/2023;€58.75m;-8.4 %
,8;https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2023;Sunderland AFC;Championship;;;https://www.transfermarkt.com/afc-sunderland/kader/verein/289/saison_id/2017;€58.75m;https://www.transfermarkt.com/sunderland-afc/kader/verein/289/saison_id/2023;€57.35m;-2.4 %
,9;https://www.transfermarkt.com/west-bromwich-albion/startseite/verein/984/saison_id/2023;West Bromwich Albion;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2017;€147.25m;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2023;€56.80m;-61.4 %
,10;https://www.transfermarkt.com/blackburn-rovers/startseite/verein/164/saison_id/2023;Blackburn Rovers;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2017;€15.95m;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2023;€56.70m;255.5 %
,11;https://www.transfermarkt.com/swansea-city/startseite/verein/2288/saison_id/2023;Swansea City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2017;€140.85m;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2023;€55.50m;-60.6 %
,12;https://www.transfermarkt.com/bristol-city/startseite/verein/698/saison_id/2023;Bristol City;Championship;;;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2017;€21.90m;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2023;€52.25m;138.6 %
,13;https://www.transfermarkt.com/cardiff-city/startseite/verein/603/saison_id/2023;Cardiff City;Championship;;;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2017;€32.55m;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2023;€48.10m;47.8 %
,14;https://www.transfermarkt.com/birmingham-city/startseite/verein/337/saison_id/2023;Birmingham City;Championship;;;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2017;€35.60m;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2023;€42.00m;18.0 %
,15;https://www.transfermarkt.com/preston-north-end/startseite/verein/466/saison_id/2023;Preston North End;Championship;;;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2017;€9.00m;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2023;€41.25m;358.3 %
,16;https://www.transfermarkt.com/stoke-city/startseite/verein/512/saison_id/2023;Stoke City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2017;€158.75m;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2023;€40.80m;-74.3 %
,17;https://www.transfermarkt.com/fc-millwall/startseite/verein/1028/saison_id/2023;Millwall FC;Championship;;;https://www.transfermarkt.com/fc-millwall/kader/verein/1028/saison_id/2017;€9.45m;https://www.transfermarkt.com/millwall-fc/kader/verein/1028/saison_id/2023;€35.55m;276.2 %
,18;https://www.transfermarkt.com/coventry-city/startseite/verein/990/saison_id/2023;Coventry City;League Two;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB4;League Two;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2017;€4.28m;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2023;€34.50m;707.0 %
,19;https://www.transfermarkt.com/queens-park-rangers/startseite/verein/1039/saison_id/2023;Queens Park Rangers;Championship;;;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2017;€37.65m;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2023;€34.30m;-8.9 %
,20;https://www.transfermarkt.com/huddersfield-town/startseite/verein/1110/saison_id/2023;Huddersfield Town;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/huddersfield-town/kader/verein/1110/saison_id/2017;€56.90m;https://www.transfermarkt.com/huddersfield-town/kader/verein/1110/saison_id/2023;€25.33m;-55.5 %
,21;https://www.transfermarkt.com/ipswich-town/startseite/verein/677/saison_id/2023;Ipswich Town;Championship;;;https://www.transfermarkt.com/ipswich-town/kader/verein/677/saison_id/2017;€21.35m;https://www.transfermarkt.com/ipswich-town/kader/verein/677/saison_id/2023;€19.18m;-10.2 %
,22;https://www.transfermarkt.com/rotherham-united/startseite/verein/1194/saison_id/2023;Rotherham United;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/rotherham-united/kader/verein/1194/saison_id/2017;€6.38m;https://www.transfermarkt.com/rotherham-united/kader/verein/1194/saison_id/2023;€16.25m;154.9 %
,23;https://www.transfermarkt.com/plymouth-argyle/startseite/verein/2262/saison_id/2023;Plymouth Argyle;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/plymouth-argyle/kader/verein/2262/saison_id/2017;€5.08m;https://www.transfermarkt.com/plymouth-argyle/kader/verein/2262/saison_id/2023;€12.98m;155.7 %
,24;https://www.transfermarkt.com/sheffield-wednesday/startseite/verein/1035/saison_id/2023;Sheffield Wednesday;Championship;;;https://www.transfermarkt.com/sheffield-wednesday/kader/verein/1035/saison_id/2017;€64.38m;https://www.transfermarkt.com/sheffield-wednesday/kader/verein/1035/saison_id/2023;€9.85m;-84.7 %
,1;https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2023;Southampton FC;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/fc-southampton/kader/verein/180/saison_id/2018;€263.60m;https://www.transfermarkt.com/southampton-fc/kader/verein/180/saison_id/2023;€380.70m;44.4 %
,2;https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2023;Leicester City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/leicester-city/kader/verein/1003/saison_id/2018;€319.50m;https://www.transfermarkt.com/leicester-city/kader/verein/1003/saison_id/2023;€286.50m;-10.3 %
,3;https://www.transfermarkt.com/leeds-united/startseite/verein/399/saison_id/2023;Leeds United;Championship;;;https://www.transfermarkt.com/leeds-united/kader/verein/399/saison_id/2018;€58.85m;https://www.transfermarkt.com/leeds-united/kader/verein/399/saison_id/2023;€246.40m;318.7 %
,4;https://www.transfermarkt.com/norwich-city/startseite/verein/1123/saison_id/2023;Norwich City;Championship;;;https://www.transfermarkt.com/norwich-city/kader/verein/1123/saison_id/2018;€47.00m;https://www.transfermarkt.com/norwich-city/kader/verein/1123/saison_id/2023;€98.30m;109.1 %
,5;https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2023;Watford FC;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/fc-watford/kader/verein/1010/saison_id/2018;€160.70m;https://www.transfermarkt.com/watford-fc/kader/verein/1010/saison_id/2023;€69.20m;-56.9 %
,6;https://www.transfermarkt.com/fc-middlesbrough/startseite/verein/641/saison_id/2023;Middlesbrough FC;Championship;;;https://www.transfermarkt.com/fc-middlesbrough/kader/verein/641/saison_id/2018;€78.45m;https://www.transfermarkt.com/middlesbrough-fc/kader/verein/641/saison_id/2023;€59.15m;-24.6 %
,7;https://www.transfermarkt.com/hull-city/startseite/verein/3008/saison_id/2023;Hull City;Championship;;;https://www.transfermarkt.com/hull-city/kader/verein/3008/saison_id/2018;€44.15m;https://www.transfermarkt.com/hull-city/kader/verein/3008/saison_id/2023;€58.75m;33.1 %
,8;https://www.transfermarkt.com/afc-sunderland/startseite/verein/289/saison_id/2023;Sunderland AFC;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/afc-sunderland/kader/verein/289/saison_id/2018;€36.70m;https://www.transfermarkt.com/sunderland-afc/kader/verein/289/saison_id/2023;€57.35m;56.3 %
,9;https://www.transfermarkt.com/west-bromwich-albion/startseite/verein/984/saison_id/2023;West Bromwich Albion;Championship;;;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2018;€96.65m;https://www.transfermarkt.com/west-bromwich-albion/kader/verein/984/saison_id/2023;€56.80m;-41.2 %
,10;https://www.transfermarkt.com/blackburn-rovers/startseite/verein/164/saison_id/2023;Blackburn Rovers;Championship;;;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2018;€22.45m;https://www.transfermarkt.com/blackburn-rovers/kader/verein/164/saison_id/2023;€56.70m;152.6 %
,11;https://www.transfermarkt.com/swansea-city/startseite/verein/2288/saison_id/2023;Swansea City;Championship;;;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2018;€60.85m;https://www.transfermarkt.com/swansea-city/kader/verein/2288/saison_id/2023;€55.50m;-8.8 %
,12;https://www.transfermarkt.com/bristol-city/startseite/verein/698/saison_id/2023;Bristol City;Championship;;;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2018;€35.00m;https://www.transfermarkt.com/bristol-city/kader/verein/698/saison_id/2023;€52.25m;49.3 %
,13;https://www.transfermarkt.com/cardiff-city/startseite/verein/603/saison_id/2023;Cardiff City;Premier League;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB1;Premier League;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2018;€94.25m;https://www.transfermarkt.com/cardiff-city/kader/verein/603/saison_id/2023;€48.10m;-49.0 %
,14;https://www.transfermarkt.com/birmingham-city/startseite/verein/337/saison_id/2023;Birmingham City;Championship;;;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2018;€29.95m;https://www.transfermarkt.com/birmingham-city/kader/verein/337/saison_id/2023;€42.00m;40.2 %
,15;https://www.transfermarkt.com/preston-north-end/startseite/verein/466/saison_id/2023;Preston North End;Championship;;;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2018;€12.85m;https://www.transfermarkt.com/preston-north-end/kader/verein/466/saison_id/2023;€41.25m;221.0 %
,16;https://www.transfermarkt.com/stoke-city/startseite/verein/512/saison_id/2023;Stoke City;Championship;;;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2018;€139.25m;https://www.transfermarkt.com/stoke-city/kader/verein/512/saison_id/2023;€40.80m;-70.7 %
,17;https://www.transfermarkt.com/fc-millwall/startseite/verein/1028/saison_id/2023;Millwall FC;Championship;;;https://www.transfermarkt.com/fc-millwall/kader/verein/1028/saison_id/2018;€13.50m;https://www.transfermarkt.com/millwall-fc/kader/verein/1028/saison_id/2023;€35.55m;163.3 %
,18;https://www.transfermarkt.com/coventry-city/startseite/verein/990/saison_id/2023;Coventry City;League One;https://www.transfermarkt.com/premier-league/marktwerteverein/wettbewerb/GB2/plus/GB3;League One;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2018;€3.33m;https://www.transfermarkt.com/coventry-city/kader/verein/990/saison_id/2023;€34.50m;937.6 %
,19;https://www.transfermarkt.com/queens-park-rangers/startseite/verein/1039/saison_id/2023;Queens Park Rangers;Championship;;;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2018;€35.35m;https://www.transfermarkt.com/queens-park-rangers/kader/verein/1039/saison_id/2023;€34.30m;-3.0 %
